Organization 1,Organization 2,Distance
O55708,O193,8
O37478,O85635,87
O57423,O15241,89
O38458,O21655,83
O36668,O26307,14
O2748,O6114,39
O14450,O9721,49
O488,O20574,20
O14071,O19559,33
O84084,O61553,86
O67737,O51543,23
O96585,O72324,42
O77571,O84011,6
O70423,O49243,91
O64541,O26936,63
O40902,O37583,24
O82704,O18694,15
O48029,O41411,20
O85834,O52904,72
O40196,O23068,42
O94336,O47651,81
O69156,O7957,73
O77948,O70325,22
O12687,O3458,78
O26909,O9701,65
O7269,O74192,41
O91737,O94491,6
O32384,O43374,10
O81778,O70248,38
O75455,O16213,78
O49856,O10123,33
O54296,O11416,100
O96584,O86609,70
O2328,O67098,47
O84483,O49297,10
O38625,O38232,62
O66580,O11963,59
O18784,O91471,9
O4262,O16876,31
O28097,O561,15
O70889,O80468,98
O56751,O88493,21
O25904,O81361,73
O48192,O95666,100
O63702,O82281,79
O9555,O13060,56
O65176,O65661,97
O75816,O35541,41
O47749,O29587,95
O48137,O72291,59
O7215,O22805,97
O54763,O69856,50
O10885,O9602,27
O78170,O33046,37
O77114,O16198,23
O26469,O50623,8
O41575,O53099,65
O64214,O94261,64
O45463,O14296,45
O84069,O87538,41
O83418,O57447,26
O18919,O32952,85
O12715,O34725,76
O71450,O82738,61
O78636,O74439,57
O91580,O3256,69
O50743,O44896,26
O41054,O62959,34
O52550,O48872,15
O39310,O16514,53
O68580,O76844,8
O72063,O55549,43
O13853,O53758,15
O68503,O24890,34
O89417,O47710,8
O70398,O63777,98
O61385,O48562,58
O60529,O74619,44
O80978,O56128,61
O54634,O98492,23
O24828,O93416,6
O12766,O98703,50
O63711,O88052,20
O38518,O10320,7
O68497,O8895,64
O99193,O41761,5
O37029,O58027,89
O95034,O67620,32
O33492,O29749,34
O21852,O54755,14
O21814,O69854,40
O64850,O86452,17
O4242,O8065,36
O57293,O92804,69
O7509,O68723,63
O59450,O76489,68
O82196,O90844,91
O24703,O99490,22
O45008,O17461,76
O72621,O6819,32
O11048,O2744,38
O9238,O88305,97
O88991,O23798,9
O50383,O48502,70
O213,O42922,73
O96478,O33940,43
O9945,O71453,58
O79242,O66309,83
O78694,O51974,64
O47796,O72992,69
O97140,O63837,55
O86490,O20802,16
O53428,O91550,31
O50704,O91928,44
O4891,O66171,83
O66603,O68191,11
O47095,O85849,23
O42912,O89264,44
O93735,O24922,41
O3468,O56068,2
O13125,O5017,75
O47283,O41215,58
O29830,O4986,55
O97744,O7647,47
O99326,O68316,53
O32087,O58245,10
O25906,O39047,77
O60618,O73124,36
O98099,O27518,42
O96796,O33545,62
O1141,O93951,57
O6960,O25087,3
O96022,O31588,16
O25984,O19697,17
O44550,O1457,1
O64530,O28758,35
O94374,O85886,6
O39688,O8759,62
O67835,O49693,22
O88479,O46782,30
O97115,O6595,42
O68256,O69929,92
O10037,O83234,66
O86312,O25313,42
O36203,O85968,59
O13883,O80100,77
O10913,O67922,95
O13125,O88870,23
O40293,O22435,42
O59845,O11735,57
O47794,O1551,88
O14732,O61738,92
O94598,O83095,4
O79992,O34308,96
O29140,O34707,22
O87706,O97903,87
O93641,O99637,3
O25684,O28107,97
O86732,O38550,39
O92299,O88529,77
O81874,O30703,28
O87155,O81116,89
O83950,O97574,68
O13120,O11623,60
O59213,O86519,98
O68388,O46223,59
O71935,O62490,11
O55576,O18152,35
O7461,O14360,22
O85316,O88843,82
O95902,O11427,37
O15254,O87676,30
O1272,O63125,91
O52693,O56491,54
O25441,O61966,88
O12715,O37136,15
O54662,O86851,24
O99642,O34228,10
O83769,O6116,10
O14860,O43898,98
O5945,O21929,36
O6031,O32212,57
O95901,O60249,41
O18844,O82098,63
O59081,O8614,86
O13403,O28802,76
O81711,O20919,48
O99041,O47577,68
O59000,O74583,97
O49053,O97569,83
O42522,O5476,33
O58029,O37332,88
O31237,O31635,86
O75255,O29449,56
O96761,O75790,50
O22372,O48632,70
O64217,O96072,4
O63698,O77945,69
O20326,O66501,45
O33704,O59618,97
O76539,O22550,4
O70197,O40360,10
O98,O98918,18
O30933,O58547,14
O19556,O87152,99
O29787,O95583,88
O80916,O52832,51
O80540,O61077,57
O23214,O46393,32
O96007,O55826,91
O87130,O67907,31
O26973,O41843,6
O21266,O52310,35
O64559,O18492,57
O39855,O17703,14
O26322,O15850,17
O64231,O58875,70
O60867,O49843,47
O35588,O56007,12
O99615,O29803,9
O98623,O98338,93
O96469,O36727,9
O48438,O64019,10
O53568,O49137,74
O15843,O91194,21
O44385,O44931,87
O33789,O84579,59
O1006,O88979,64
O64664,O46176,85
O59140,O45024,93
O83072,O56400,72
O75329,O60262,69
O49746,O12389,81
O61521,O5573,70
O94318,O42138,91
O78780,O55271,68
O74864,O76257,59
O46288,O27823,33
O94601,O41332,72
O25223,O36614,27
O10394,O67468,23
O8461,O42587,86
O59018,O26621,48
O80968,O51219,84
O27339,O33697,9
O14602,O41600,24
O24988,O79571,15
O46307,O64094,43
O58662,O76825,57
O42820,O30638,94
O8107,O8123,52
O19115,O10315,71
O73306,O24703,28
O87348,O21024,95
O53967,O32815,51
O54539,O33948,11
O82598,O95656,30
O43422,O25924,36
O54294,O72750,12
O91523,O32412,67
O77829,O89528,88
O99682,O5676,60
O99079,O1967,26
O25,O85104,66
O7770,O5292,18
O41073,O74116,100
O3019,O67949,7
O21218,O63431,94
O21460,O26891,15
O62091,O39820,72
O46696,O8663,38
O10398,O79013,98
O93892,O32305,78
O68340,O30949,54
O2570,O31797,14
O63244,O95204,68
O47639,O7449,79
O26588,O42709,99
O67052,O64227,24
O22039,O81238,87
O26116,O19791,8
O11386,O4314,96
O96694,O74343,50
O85650,O37706,62
O25398,O84604,70
O59317,O2655,29
O98647,O49060,3
O50180,O68424,14
O74713,O50496,98
O704,O88584,14
O24473,O50675,36
O35287,O48744,53
O96732,O76592,35
O36225,O91438,31
O667,O16019,70
O28380,O40957,74
O18133,O82152,17
O8376,O67712,47
O91093,O93178,55
O11042,O66031,31
O4907,O4904,82
O44741,O92254,43
O66857,O37746,1
O5065,O94858,59
O49999,O60366,24
O26568,O63736,23
O53170,O44830,39
O83503,O6975,71
O10865,O37310,36
O12330,O1783,29
O52682,O11226,49
O64029,O65541,34
O45564,O43489,42
O96830,O5378,25
O68575,O34792,83
O70239,O77259,73
O28131,O62143,92
O11554,O32939,80
O91172,O75527,90
O58205,O59460,60
O44324,O19498,77
O57283,O54537,88
O40217,O6943,47
O91611,O59532,17
O89007,O13940,2
O98672,O63575,45
O64676,O74580,84
O75147,O14160,15
O34100,O33558,75
O43871,O46465,48
O42238,O87592,76
O4415,O67698,99
O80234,O14039,1
O52889,O51042,37
O12552,O3195,54
O62684,O65858,11
O9317,O38871,21
O89276,O31927,57
O18541,O71746,96
O45779,O27006,22
O61034,O29909,17
O84676,O14171,64
O56753,O59995,47
O26907,O61132,54
O24692,O44912,89
O5482,O1067,8
O90847,O54891,42
O37747,O89419,5
O93921,O5420,45
O32775,O77111,10
O60487,O49724,29
O8450,O26332,5
O64440,O4207,37
O93062,O67372,85
O19945,O4207,80
O12795,O41317,93
O88146,O61049,11
O60910,O95072,73
O5977,O33130,96
O6784,O39909,24
O1569,O77717,27
O11100,O9742,9
O89992,O50886,81
O90953,O72925,89
O4594,O24673,44
O66882,O53654,77
O62064,O72093,43
O6550,O3265,21
O78318,O56564,83
O8256,O41777,94
O68030,O83879,17
O4931,O29383,78
O16844,O57647,95
O5127,O80053,8
O31703,O7451,99
O55759,O78169,86
O44318,O41067,1
O61005,O54528,32
O12004,O61011,66
O62552,O48770,3
O30669,O87356,54
O23297,O47689,36
O54463,O9854,81
O76297,O42450,21
O51401,O6580,85
O3146,O13308,97
O5327,O44681,68
O939,O47898,72
O81400,O15111,67
O52392,O74526,94
O47513,O5445,52
O6970,O51060,81
O42557,O81902,10
O76248,O16125,81
O2153,O59745,75
O56786,O9960,11
O43366,O97917,64
O61444,O96398,77
O88604,O63940,60
O76078,O96648,29
O84052,O19211,2
O30723,O75858,50
O68215,O49545,58
O77757,O89956,44
O478,O69482,31
O81273,O95943,31
O78605,O16816,56
O96775,O82896,41
O39339,O36277,64
O4047,O76683,5
O18854,O54698,46
O51739,O49079,27
O26345,O79697,14
O75121,O60784,89
O72446,O14908,91
O72072,O2712,17
O61646,O44263,85
O37610,O30535,86
O94222,O49541,37
O95051,O19281,72
O72874,O51531,48
O7235,O71689,68
O74398,O82946,34
O34067,O97050,44
O78613,O66652,18
O23459,O92867,15
O48325,O51954,22
O64710,O47836,67
O83056,O29488,63
O14919,O55588,31
O10508,O99800,82
O15486,O38505,26
O13880,O10323,74
O30090,O83575,55
O39630,O6637,62
O32490,O49814,69
O87166,O5011,65
O64995,O29641,54
O71554,O28981,51
O87845,O63887,80
O97811,O78318,38
O40304,O91153,86
O56235,O55214,14
O86518,O21085,100
O51369,O76099,56
O60140,O31527,6
O85840,O87916,94
O32664,O67842,2
O63484,O62095,77
O55435,O60611,43
O77615,O76073,44
O22703,O61660,11
O55815,O47838,77
O53918,O12183,90
O90004,O21077,61
O87172,O94893,56
O77698,O825,96
O39149,O59346,1
O72744,O38396,40
O72946,O12156,99
O15347,O75666,33
O5152,O53580,46
O2040,O48115,57
O59186,O23344,9
O80161,O78590,45
O72241,O75794,15
O83419,O74537,26
O35137,O19197,83
O98896,O47733,26
O32331,O59266,14
O72763,O12619,52
O30287,O62138,1
O42892,O27522,66
O83889,O27846,45
O6916,O91939,68
O57591,O85923,35
O72886,O15542,85
O36972,O15014,37
O56434,O59638,4
O10403,O23041,24
O72691,O44016,3
O67949,O77846,9
O5643,O53561,99
O6997,O26443,27
O85348,O1167,2
O24890,O29666,80
O93429,O30676,41
O94235,O2520,70
O12542,O26428,27
O42020,O75130,84
O13470,O86728,27
O21565,O32519,41
O81543,O12529,52
O60409,O40732,8
O97596,O23095,11
O1467,O99488,61
O79232,O44857,2
O32544,O1333,42
O38790,O91029,28
O20234,O42748,21
O32721,O60819,1
O44151,O83492,75
O20042,O15354,93
O60320,O15799,26
O24165,O73055,87
O63382,O11286,27
O47444,O28231,12
O37510,O42138,81
O70270,O68514,46
O29701,O11987,10
O44998,O23629,79
O63527,O80045,4
O42769,O36945,75
O52417,O56519,51
O91192,O92763,41
O11750,O83127,94
O85301,O20480,6
O80522,O56017,58
O37339,O86530,6
O92135,O34098,95
O74442,O79580,98
O16611,O10498,50
O11566,O11615,20
O48613,O51446,46
O40288,O2677,1
O37369,O2736,39
O41299,O11649,88
O58362,O57378,49
O66537,O58135,95
O26597,O79338,84
O46109,O30889,35
O12641,O34759,36
O18840,O51974,72
O5419,O32217,27
O38734,O43392,75
O23025,O69336,57
O23242,O451,93
O48991,O88549,48
O96573,O26204,62
O44807,O39987,50
O28239,O48910,30
O52178,O31964,28
O6135,O79817,11
O72822,O53039,37
O327,O68148,50
O16170,O69633,5
O13761,O26883,96
O62890,O46072,94
O8148,O94132,40
O89502,O77117,35
O9414,O22700,29
O78990,O42679,13
O88517,O35208,49
O87809,O66483,46
O1516,O41706,36
O39703,O98529,82
O81540,O88043,63
O16866,O45156,73
O37338,O55675,39
O56485,O15294,90
O68347,O64202,24
O8888,O93558,55
O66304,O16654,8
O34447,O92987,78
O26328,O39479,12
O44075,O56638,74
O20898,O56562,100
O92386,O2005,55
O91066,O83643,24
O84879,O8052,14
O20293,O86255,90
O99352,O75534,33
O86905,O75958,11
O69912,O91098,85
O5096,O97740,13
O18433,O78078,80
O75562,O98442,54
O60962,O88207,56
O69547,O59309,18
O30269,O73180,42
O51207,O2037,98
O29487,O61753,99
O58260,O42514,51
O78659,O63115,2
O55664,O36412,99
O83232,O98887,1
O96607,O17833,84
O83781,O52384,23
O36955,O55489,56
O14445,O54581,69
O12991,O91103,68
O66360,O25436,80
O69868,O61542,14
O79119,O48373,99
O51763,O19103,81
O28142,O41904,83
O57034,O4842,92
O4264,O96135,88
O54557,O64310,60
O54130,O63337,26
O41378,O48578,28
O80353,O27939,35
O97060,O64938,85
O83599,O50733,30
O96401,O17162,48
O51041,O12846,97
O84252,O17362,12
O90043,O18011,7
O66442,O79762,89
O82407,O34089,57
O71931,O90621,76
O6675,O15069,78
O47921,O2038,90
O44402,O58478,79
O63404,O45574,19
O35744,O63184,83
O78033,O1996,4
O52556,O95545,84
O71273,O51017,12
O6414,O41655,79
O48492,O98406,58
O69263,O56416,29
O96289,O21674,57
O70122,O44313,37
O72723,O77227,54
O9205,O96867,81
O21949,O78424,85
O37773,O1797,4
O5588,O12808,60
O18497,O93596,84
O58090,O70135,100
O32347,O90032,31
O83120,O8168,99
O71605,O92521,34
O20580,O96458,76
O64778,O12113,100
O39504,O17386,93
O91847,O78050,63
O61955,O18930,42
O36053,O94222,17
O95776,O15441,1
O20811,O40046,84
O93083,O4302,90
O54847,O36842,69
O74502,O31304,60
O79469,O55055,24
O39634,O26082,51
O10630,O62372,46
O24781,O26653,93
O7238,O19716,20
O98545,O98338,99
O94181,O31057,88
O3382,O39794,75
O52845,O48017,5
O74492,O83231,74
O31281,O40532,30
O96441,O21376,17
O17085,O2026,10
O70301,O19465,39
O5124,O39842,96
O58691,O16235,61
O13765,O20030,85
O90580,O73226,9
O21657,O41161,35
O13005,O73494,36
O46046,O37579,56
O73935,O99120,30
O86267,O8366,63
O94431,O56473,92
O3513,O44332,75
O32413,O61320,61
O57330,O53286,68
O81773,O99308,70
O76432,O16718,12
O20376,O35473,12
O87692,O59517,88
O27648,O59852,9
O25694,O96873,82
O59563,O30454,42
O8660,O8061,3
O10246,O80582,100
O5182,O34912,81
O16789,O67986,23
O58889,O72356,95
O3902,O56403,70
O49676,O68551,63
O27540,O63980,85
O92299,O64689,68
O57267,O51642,98
O88499,O56132,38
O93775,O49450,35
O41065,O8794,63
O74783,O43876,19
O51894,O27285,30
O55606,O95725,61
O92032,O75628,8
O72260,O19660,1
O90425,O5373,91
O1687,O91712,53
O13278,O51718,61
O50049,O77737,68
O97708,O26572,77
O36651,O16735,76
O1819,O84540,69
O32292,O43113,53
O1844,O10458,24
O34970,O35158,68
O90772,O96229,80
O23199,O79619,55
O62591,O34549,88
O59076,O80527,13
O4928,O9789,57
O89977,O42808,7
O19200,O14038,20
O79623,O73130,69
O80882,O20421,80
O76844,O74481,17
O90584,O68869,61
O8931,O66391,60
O89146,O38836,8
O35045,O20758,76
O56613,O80861,88
O19383,O61622,96
O62338,O29328,77
O21402,O62108,5
O17708,O88222,26
O21382,O99707,50
O5012,O4175,44
O92233,O92632,60
O6151,O89068,77
O33764,O11643,67
O69490,O97220,22
O79240,O31829,26
O16603,O41250,19
O70028,O31607,79
O46627,O11544,69
O93392,O42710,48
O67786,O77634,19
O77095,O63507,16
O95326,O64338,7
O78972,O89260,70
O87518,O97794,5
O78425,O26053,67
O87275,O46420,62
O73581,O71803,97
O32961,O97349,28
O71831,O60075,39
O70322,O82394,71
O94490,O83771,23
O79872,O92405,75
O72966,O16439,73
O8466,O11296,39
O31572,O34684,62
O85647,O97585,83
O55562,O1598,22
O9048,O84353,16
O69815,O8757,75
O19148,O18683,24
O86936,O93835,26
O17354,O84870,70
O35343,O12582,54
O94939,O56884,30
O13323,O52730,35
O60690,O21871,75
O53181,O60188,77
O30645,O42995,61
O46250,O58616,40
O57887,O56419,72
O63649,O58699,31
O32685,O1569,54
O86491,O4361,15
O56531,O40667,51
O74871,O94602,18
O19745,O62503,2
O67785,O66859,45
O62505,O28517,77
O42618,O40473,8
O42341,O84647,12
O60228,O93369,90
O76074,O1980,50
O33195,O97443,7
O88345,O92937,84
O13031,O45311,22
O22241,O30661,81
O71567,O40992,40
O34147,O15963,19
O52353,O30534,10
O20662,O38403,15
O11800,O43051,17
O73435,O7006,68
O908,O43064,51
O40128,O37288,85
O94493,O76517,61
O21578,O29337,77
O46005,O3093,44
O84284,O7594,32
O53413,O96098,56
O7569,O98035,61
O30457,O45245,10
O22173,O50723,3
O47326,O15596,4
O63817,O34525,55
O29885,O73252,78
O94471,O498,41
O74510,O12454,93
O53012,O33955,40
O3009,O88067,56
O73658,O66464,60
O25685,O33401,91
O26851,O1912,88
O98818,O67811,37
O48189,O2073,50
O39371,O74849,50
O48751,O51056,100
O19788,O42734,42
O82941,O32546,27
O85845,O18159,66
O18086,O94817,38
O47798,O44409,2
O70712,O93089,9
O13897,O18288,69
O11213,O43747,51
O93836,O57116,68
O86185,O46761,44
O44044,O88609,86
O68975,O23182,71
O30135,O67227,47
O67447,O59550,26
O97823,O2974,57
O71875,O90864,29
O17406,O84541,91
O11373,O90685,51
O37340,O88516,94
O82580,O81976,20
O22720,O79709,91
O42066,O41023,76
O71098,O77252,85
O18199,O7460,21
O72912,O74570,48
O42954,O74343,9
O32193,O73243,24
O569,O90343,88
O21461,O11469,39
O23937,O26623,61
O28150,O64299,15
O99176,O46834,2
O10642,O3754,22
O36013,O14756,62
O41338,O21665,88
O46064,O67391,47
O77563,O41277,32
O43928,O47425,8
O66152,O18224,17
O34996,O33041,26
O3571,O73783,34
O66389,O29955,40
O45035,O77645,51
O8841,O96482,96
O23140,O49327,73
O94812,O10551,44
O72452,O80832,52
O45262,O62495,4
O72743,O80980,47
O40878,O9428,91
O92949,O25278,53
O70355,O1308,63
O13925,O28049,58
O99567,O94547,31
O42850,O44164,30
O92353,O53470,68
O12134,O98260,56
O47511,O22966,68
O11704,O42911,54
O34313,O17616,91
O98205,O7209,45
O74329,O20450,9
O69769,O92957,88
O98865,O50766,2
O14040,O82974,24
O69166,O56032,20
O3109,O32765,75
O70772,O84844,73
O70996,O72968,74
O50736,O66105,92
O15476,O7794,3
O85391,O37110,10
O88672,O95866,71
O82273,O89485,39
O53553,O73805,86
O72569,O85519,22
O60916,O39397,63
O57315,O79640,65
O67033,O56625,57
O40616,O11031,8
O30097,O98939,1
O44496,O42078,7
O90506,O8329,49
O70,O68602,86
O95936,O69521,30
O98142,O47274,8
O27229,O35661,67
O42839,O23605,29
O57901,O53861,77
O53978,O71538,99
O87538,O3374,9
O62440,O26629,83
O63799,O32699,76
O18598,O91101,8
O52310,O86678,95
O64513,O1188,46
O37471,O76706,62
O7941,O10058,72
O84310,O54594,53
O57917,O36792,21
O50106,O69545,20
O44213,O10045,80
O39055,O92906,95
O35849,O8107,41
O55465,O17855,3
O89978,O16420,32
O55538,O5462,23
O89024,O88180,37
O68774,O88364,53
O51304,O2264,95
O16578,O63608,43
O5882,O80430,87
O32854,O29489,65
O77907,O94273,62
O11140,O54582,100
O89811,O88270,72
O84666,O57429,66
O27518,O44132,58
O90735,O86557,75
O1688,O98491,94
O62493,O25921,32
O26518,O69226,52
O51881,O34433,3
O82762,O43214,15
O43707,O66973,37
O4331,O35656,28
O55341,O6640,59
O87722,O1718,77
O64751,O80548,36
O39016,O60872,6
O51733,O49248,43
O43098,O82116,29
O96522,O17959,11
O33033,O65168,19
O59776,O82613,44
O5343,O29706,53
O61896,O1871,33
O51946,O48599,72
O11045,O98692,75
O24592,O18778,28
O28115,O23237,98
O97448,O157,100
O68083,O50224,97
O87033,O14818,54
O29813,O94570,81
O65844,O4544,89
O16874,O16689,35
O89312,O9745,49
O83682,O22491,100
O92153,O47345,9
O10562,O81308,9
O90824,O26195,39
O15075,O72795,14
O19934,O59259,5
O26163,O81283,64
O32418,O60297,100
O62151,O25676,3
O97511,O8106,41
O65353,O36962,60
O86359,O24932,93
O6701,O54916,96
O38638,O46349,52
O66068,O37334,33
O73224,O1882,92
O50406,O7192,17
O35894,O46797,93
O97751,O21563,95
O57712,O18263,44
O22512,O89334,46
O91199,O48468,27
O1356,O60414,22
O64273,O91354,86
O81024,O53942,65
O20400,O81425,100
O49660,O23346,6
O20227,O57718,43
O40372,O13274,58
O75912,O98914,58
O49103,O93389,22
O66659,O84382,97
O34780,O10926,93
O96808,O47052,42
O49221,O85429,6
O79794,O61997,64
O47771,O21926,78
O76961,O68869,38
O79882,O4998,51
O75944,O41633,97
O59605,O20625,75
O97072,O34471,12
O21693,O28008,83
O44054,O62686,83
O98677,O31991,33
O79767,O75995,33
O70472,O58131,18
O2817,O62847,90
O96295,O60053,45
O920,O90144,93
O28869,O18558,71
O69156,O45082,54
O72884,O48835,92
O66311,O53726,22
O72302,O29571,35
O32742,O86999,82
O87851,O48763,26
O8625,O53602,16
O25650,O12839,79
O16085,O38192,75
O13022,O50940,79
O49474,O64532,63
O30083,O94582,94
O95168,O74655,55
O34307,O52051,77
O35656,O74133,72
O94483,O2240,90
O97231,O65885,71
O46868,O54682,2
O78125,O81458,76
O57377,O94713,85
O21004,O56732,70
O7502,O25360,51
O25202,O46459,62
O36561,O18150,19
O82980,O61429,77
O82441,O3104,26
O55879,O91953,99
O14756,O72032,30
O30284,O85639,54
O61702,O24770,90
O75323,O9480,20
O91894,O33873,87
O69032,O85786,94
O84885,O25252,75
O40074,O12875,95
O65946,O71403,15
O41088,O14837,8
O32060,O40620,87
O7538,O26542,22
O54912,O91149,27
O91992,O28373,14
O84576,O78799,14
O97987,O95148,74
O93707,O42789,43
O49251,O72184,81
O81838,O76029,19
O86596,O45468,62
O73419,O23920,36
O3859,O33068,25
O12140,O39526,40
O80095,O10941,60
O37668,O25258,83
O15647,O32591,84
O97236,O31219,2
O1688,O32670,61
O46404,O77093,52
O98174,O22537,3
O60271,O7127,14
O20019,O28100,99
O55657,O44092,62
O19821,O6468,39
O88601,O92797,57
O64268,O65644,4
O28855,O47546,56
O58692,O41590,14
O43064,O79236,58
O17035,O77881,20
O58405,O2916,61
O3626,O19172,87
O924,O44602,41
O85836,O83196,65
O10361,O55668,5
O91575,O25476,36
O69201,O93870,12
O3392,O44082,61
O74293,O41518,16
O45428,O3045,85
O1249,O42678,77
O26095,O72537,20
O81169,O14803,50
O95404,O29702,73
O10566,O91259,49
O8578,O62378,77
O99624,O69437,28
O38062,O22633,51
O84232,O12896,18
O88129,O92538,82
O94121,O5083,79
O9244,O23521,93
O25490,O34939,18
O77558,O47003,99
O83195,O70493,28
O96715,O12906,2
O97030,O50827,19
O60945,O68172,4
O94046,O56514,75
O11151,O16390,52
O99866,O93667,11
O12836,O99722,76
O66408,O32028,71
O71660,O41465,46
O13731,O60156,50
O29232,O12274,95
O82992,O98970,42
O87154,O26968,74
O75848,O91785,88
O36877,O9934,67
O28502,O22773,11
O38113,O81821,57
O60132,O1686,37
O75655,O4853,86
O94250,O74815,3
O21928,O60808,42
O83878,O12759,92
O45406,O49595,33
O78606,O27328,55
O14561,O95599,23
O53361,O87560,26
O53247,O7840,93
O76103,O56558,32
O11214,O99508,15
O8141,O79915,17
O52389,O86242,92
O68062,O36807,58
O35106,O92617,82
O70551,O17852,89
O59555,O35887,63
O38747,O86798,49
O54555,O80067,90
O22549,O3232,1
O12502,O93725,78
O15700,O27220,49
O63934,O15174,50
O97698,O68208,57
O18405,O6637,68
O59427,O57078,52
O64614,O27756,4
O25271,O68435,87
O74531,O81103,95
O98016,O88435,53
O72176,O68510,32
O20986,O63612,70
O81404,O26038,99
O22130,O59896,40
O91536,O68117,66
O92143,O76848,32
O20430,O9423,2
O8146,O47883,4
O36974,O89757,80
O37475,O99646,84
O22828,O65238,94
O96366,O79046,51
O63124,O95850,56
O8701,O22805,47
O61572,O32413,66
O9084,O90960,56
O44313,O37458,6
O71553,O49996,47
O26918,O51134,80
O81707,O69246,5
O50773,O41038,11
O71991,O14236,49
O9861,O54180,63
O62398,O60673,56
O11124,O38467,82
O33995,O44135,98
O70151,O36621,96
O60794,O73587,61
O46,O9623,76
O85087,O6094,62
O63337,O21097,70
O35278,O39921,56
O13283,O52704,41
O16114,O78290,94
O35423,O34076,67
O21280,O81738,24
O35031,O3867,83
O2317,O27974,57
O20940,O6234,84
O19112,O62437,7
O27649,O74324,67
O78260,O99950,91
O11098,O36070,40
O79143,O28388,71
O63594,O24252,46
O87882,O87464,52
O98963,O77889,64
O91368,O21819,53
O29262,O61444,94
O93486,O70729,9
O34808,O87195,58
O90948,O90783,35
O27281,O56767,11
O54935,O90837,71
O63868,O20952,44
O35249,O42637,10
O1197,O70141,44
O17833,O5727,7
O4465,O80488,57
O71635,O47821,46
O7078,O18341,42
O9852,O4420,84
O49898,O77312,15
O979,O71672,38
O26059,O28675,50
O29509,O43883,37
O63391,O3125,22
O37338,O96414,26
O19719,O26936,52
O30955,O18423,38
O87364,O95738,5
O60671,O9458,20
O11872,O42920,57
O20997,O59130,19
O25746,O15954,55
O59877,O84877,31
O38461,O72077,88
O94557,O22768,6
O45519,O30932,63
O50929,O71188,5
O76265,O81348,29
O23140,O52834,49
O22162,O14343,36
O20495,O79774,46
O17966,O85515,79
O2896,O86643,38
O37380,O83648,51
O622,O33817,32
O87088,O61382,91
O47676,O68348,35
O38243,O9413,51
O21435,O46632,54
O44871,O60280,46
O95958,O6440,81
O98899,O75261,34
O37941,O87751,82
O88390,O61173,33
O85888,O14672,66
O75115,O43099,16
O69556,O38301,25
O94972,O85879,4
O89417,O3069,25
O91380,O61221,90
O96398,O84415,96
O63529,O71536,92
O18747,O20533,16
O25563,O38119,28
O30775,O61425,45
O3391,O80816,35
O34816,O97999,73
O41156,O83149,46
O96632,O4952,17
O29926,O15736,19
O53041,O68652,44
O93564,O24612,88
O77369,O29661,12
O43440,O60198,23
O92259,O55053,24
O26425,O98318,72
O14671,O62122,23
O68518,O90068,32
O96395,O91068,72
O84855,O89588,22
O62927,O92965,75
O73579,O30042,44
O72913,O65096,75
O56032,O24843,95
O44417,O12554,36
O32550,O51438,50
O61343,O85103,93
O67587,O39447,78
O8957,O40769,6
O80897,O27111,99
O37970,O89749,58
O27840,O2876,27
O48893,O93813,32
O34796,O49262,37
O7059,O58800,64
O11497,O17549,53
O55284,O88068,54
O50565,O31178,23
O19493,O57733,89
O74045,O33715,92
O20775,O22805,37
O14518,O11626,58
O49271,O18431,34
O77761,O75126,99
O54966,O37025,5
O37399,O68322,47
O54896,O72027,81
O68194,O72445,54
O74394,O26868,7
O75444,O85292,69
O81459,O98110,3
O91092,O90099,49
O96554,O8632,80
O40194,O74758,27
O82969,O72519,27
O77572,O4479,32
O716,O88840,30
O64845,O96753,41
O34451,O13537,9
O57354,O14428,41
O12763,O25013,9
O39892,O53776,35
O67524,O45593,41
O72950,O99656,6
O71786,O64674,12
O15290,O4619,49
O81673,O96327,77
O15881,O58144,34
O58195,O27625,86
O27670,O40237,16
O22837,O36397,34
O73290,O93011,49
O39697,O99572,52
O75796,O23498,96
O68407,O95058,87
O99929,O53997,59
O21050,O65186,3
O77121,O61245,30
O46285,O10220,57
O8653,O60297,34
O86113,O71792,20
O77064,O64998,91
O80365,O80668,55
O71367,O57504,59
O28096,O44562,72
O96054,O97876,98
O6032,O81247,76
O59618,O84764,21
O82922,O48296,46
O335,O67661,39
O97046,O39161,88
O37696,O91947,12
O12179,O46831,51
O90573,O23694,16
O63266,O13174,94
O62150,O99543,74
O84736,O86488,42
O46801,O13221,48
O74369,O44492,3
O29397,O92968,71
O98632,O73277,16
O52594,O48063,3
O22649,O34717,30
O80712,O45928,62
O88163,O16770,87
O27586,O52574,8
O4979,O75707,10
O15623,O98175,98
O47681,O54086,67
O76650,O35019,58
O54391,O89171,27
O95517,O26435,53
O96540,O61750,82
O80803,O16504,7
O43099,O18779,5
O90307,O2528,15
O45646,O2839,55
O87039,O1813,28
O29567,O68152,47
O56158,O75881,34
O68120,O98961,51
O71210,O93150,26
O83819,O68776,30
O2106,O1536,30
O74870,O53254,46
O3819,O61635,49
O36081,O7283,27
O21592,O41712,85
O66231,O75067,20
O99055,O4151,43
O84302,O98987,55
O90767,O63003,75
O94322,O84942,6
O31388,O36278,8
O6114,O93377,38
O49454,O47215,99
O29783,O88433,68
O53748,O66975,46
O23758,O94627,15
O8621,O54877,87
O26690,O14050,12
O29458,O64419,22
O57762,O52939,6
O60634,O97111,19
